ORDER_ID,on.time,in_full,OTIF
FJUN611122503,1.0,0.0,0.0
FJUN612220502,1.0 units,0.0,0.0
Id_Fjun611220501,1.0,0.0,
FJUN612520503,1.0,0.0,-1.0
fjun610503303,1.0,0.0,0.0
FJUN610603501,1.0,0.0,0.0
FJUN611603603,1.0 units,0.0,0.0
  Fjun611403503  ,1.0,0.0,0.0
FJUN612403601,1.0,0.0,0.0
FJUN610421302,1.0,0.0,0.0 units
Fjun610421403,-1.0,0.0,0.0 units
NULL,1.0,0.0 units,0.0
,1.0,0.0,0.0
FJUN612521203,1.0,0.0 units,0.0
fjun611121403,1.0,0.0,
,1.0,0.0,0.0
,1.0,-1.0,0.0
FJUN611422202,1.0,0.0,0.0 UNITS
ID_FJUN610420601,1.0,0.0,0.0
FJUN612420403#@$,1.0,0.0,0.0
fjun611202301,0.0 units,0.0,
FJUN610703401,0.0,0.0,0.0
FJUN611303401,0.0,0.0 units,0.0
FJUN610703501,0.0,0.0,0.0
FJUN610621201,0.0,0.0,0.0
FJUN611203502,0.0,0.0,0.0 units
FJUN612603202,0.0,0.0,0.0
,0.0,0.0,0.0
FJUN610720303,0.0,0.0,0.0
ID_N/A,0.0,0.0,0.0 units
N/A,0.0,0.0,0.0
Fjun612601402,0.0,-1.0,-1.0
FJUN612903302#@$,-1.0 units,0.0,0.0
fjun612702201,0.0 units,-1.0,0.0
Fjun612702602,0.0,0.0,0.0
NULL#@$,0.0,0.0,0.0
FJUN610521303,0.0,0.0,
FJUN612522602,0.0,0.0,0.0 units
FJUN611422102,0.0,0.0,0.0
FJUN612422102,0.0 UNITS,0.0,0.0
FJUN610422602,0.0,0.0,0.0
Fjun611121502,0.0 units,0.0,0.0
  FJUN610121201  ,0.0,0.0,0.0
FJUN610121101,0.0,0.0,0.0 units
FJUN611121202,0.0,0.0,-1.0 units
FJUN610420401,0.0,0.0,0.0
  FJUN612420502  ,0.0,0.0,0.0
FJUN611420601,0.0,0.0,0.0
FJUN612520102,0.0,0.0 units,0.0
FJUN611520402,0.0,0.0,0.0
FJUN611421302,0.0,0.0,0.0
FJUN611421201,0.0,0.0,0.0
N/A,0.0,0.0,0.0
FJUN612421502#@$,0.0,0.0,0.0
FJUN612421101,0.0,0.0,0.0
FJUN612122301,0.0,0.0,0.0
FJUN610122502,0.0,0.0,0.0
FJUN611122402,0.0,0.0,0.0
ID_FJUN612422402,-1.0,1.0,0.0
FJUN610422502,0.0,1.0,0.0
FJUN611301102,0.0,1.0,0.0
FJUN610301502,0.0,1.0,0.0
FJUN611301502,0.0,1.0,0.0
FJUN611122302,0.0,1.0,0.0
FJUN610303203,,1.0,0.0
  FJUN611320301  ,0.0,1.0,0.0
  FJUN612203302  ,0.0,1.0,0.0
FJUN612203503,0.0,1.0,
FJUN611721601,0.0,1.0,0.0
  FJUN610321502  ,0.0,1.0,0.0
FJUN611503403,0.0,1.0,0.0
NULL,0.0,1.0 units,0.0
FJUN610902203,0.0,1.0,0.0
FJUN612101103,0.0,1.0,-1.0 units
ID_NULL,0.0,1.0 units,0.0
FJUN611501401,0.0,1.0,0.0
Fjun611501502#@$,-1.0,1.0,0.0
FJUN612703201,0.0,1.0,0.0
FJUN610403301,-1.0 units,1.0,0.0
FJUN612103103,0.0,1.0,0.0
FJUN610522401,0.0,1.0,0.0
N/A,0.0,,0.0
fjun611521103,0.0 units,-1.0,0.0
ID_FJUN610521603,0.0,1.0 units,0.0
FJUN612521403,0.0,1.0,0.0
fjun610121303,0.0,,0.0
FJUN612121602,0.0,,0.0
  FJUN612121101  ,0.0,,0.0
Id_Fjun611420502,0.0,1.0,0.0 Units
FJUN610402602#@$,1.0,1.0,1.0
FJUN610622502,1.0,1.0,1.0
FJUN612221501,1.0,1.0,1.0
FJUN610221601,1.0,1.0,1.0
FJUN612721603,1.0,1.0,
FJUN610320603,1.0,1.0,1.0 units
  FJUN611320502  ,1.0,,1.0
FJUN611503102,1.0,1.0,1.0
ID_,,1.0,1.0
FJUN612503402,,1.0,1.0
FJUN610501603#@$,1.0,1.0,1.0
FJUN612501403,nan units,,1.0
FJUN611501602,1.0,1.0,1.0
N/A,1.0,1.0,1.0 units
FJUN610720403,1.0,1.0,1.0 units
FJUN611902401,1.0 units,1.0,1.0
FJUN612902501,,1.0,1.0
FJUN610220302,1.0,1.0,1.0 units
ID_  FJUN610621602  ,1.0,1.0,1.0
FJUN610101601,1.0,1.0,1.0
FJUN610101603,1.0,1.0 units,1.0
FJUN610321401#@$,1.0,1.0,1.0
FJUN610321603,1.0,nan units,1.0
FJUN611203403,1.0,1.0,1.0
FJUN610203503,1.0,1.0,1.0
  FJUN610301602  ,-1.0,,1.0
ID_FJUN611301503,1.0,1.0,1.0
FJUN610201603,1.0,1.0,1.0
ID_FJUN611201601,1.0,1.0,1.0
ID_FJUN611420402,1.0,1.0,1.0
FJUN611522103,1.0,1.0,1.0
FJUN610522203,1.0,1.0,1.0 units
FJUN612522601,1.0,1.0,1.0
FJUN610422301,1.0 units,1.0,1.0
FJUN612422501,1.0,1.0,1.0
FJUN612521502,1.0,1.0,1.0
FJUN610903303,1.0,1.0,1.0
FJUN610403603,1.0,1.0,1.0
FJUN611202302,1.0,1.0,1.0
FJUN610202501,,1.0,1.0
  FJUN610202201  ,1.0,1.0,1.0
FJUN610303403,1.0,1.0 units,1.0
FJUN611303601,1.0,1.0,-1.0
FJUN611703601,1.0,1.0,1.0 units
fjun612703103,1.0,1.0,1.0
FJUN612603602,-1.0,1.0,1.0
NULL,1.0,0.0,0.0 units
FJUN611103302#@$,-1.0,0.0,0.0 units
FJUN613103203,1.0 units,0.0,0.0 units
FJUN611103603,1.0,0.0 units,-1.0
ID_FJUN612903602,1.0,0.0,0.0
N/A,1.0,-1.0 units,0.0
FJUN611903303,1.0,0.0,0.0
ID_  FJUN611702301  ,1.0,0.0 units,0.0
  FJUN612702303  ,1.0,0.0,0.0
FJUN611601601,,0.0,0.0 units
FJUN613601301,1.0,,0.0
Fjun612601302,1.0,0.0 units,0.0
FJUN613301602#@$,1.0,0.0,0.0
FJUN611301403,,0.0,0.0
FJUN611203501,1.0,0.0,-1.0
FJUN612203202,1.0,0.0,0.0
FJUN611621601,1.0,,0.0
FJUN613621402,1.0,0.0,0.0
FJUN612621302#@$,1.0,0.0,0.0
FJUN611101602,-1.0 units,-1.0,0.0
ID_FJUN612101601,1.0 units,0.0,0.0
,1.0,0.0,0.0
FJUN612902502,1.0,0.0,0.0
FJUN611902403,1.0,0.0,nan units
FJUN612201603,1.0,0.0,0.0
Fjun613201603,1.0 units,0.0,0.0
FJUN611202402,1.0,0.0,0.0
fjun613321503,1.0,0.0,0.0
FJUN611321402,1.0,0.0 units,0.0
FJUN612321602#@$,1.0,0.0,0.0
  FJUN613402502  ,1.0,0.0,0.0
FJUN612720602,1.0,0.0,0.0
FJUN613720603,1.0,0.0,0.0
NULL,1.0,0.0,0.0
FJUN613703402,-1.0,0.0,0.0
FJUN611703501,1.0,0.0 units,0.0
FJUN612320302,1.0 units,0.0,0.0 units
  FJUN613721602  #@$,1.0,0.0,0.0
FJUN612721601,1.0,0.0,0.0
FJUN611721403#@$,1.0,0.0,
Fjun612122602,,0.0,0.0
FJUN611122502,1.0,-1.0,0.0
id_  fjun611220502  ,1.0,0.0,0.0
FJUN613220403,1.0,0.0,0.0
Fjun612220203#@$,1.0,-1.0,0.0 units
FJUN612520103,1.0,0.0,0.0
FJUN612520201,1.0,0.0,0.0 units
Fjun613501601,1.0 units,0.0,0.0
FJUN612503103,1.0,0.0,0.0
FJUN613503603,1.0,0.0,0.0
FJUN611503602,-1.0,0.0,0.0
FJUN612403603,1.0,0.0,0.0
  FJUN613421602  ,1.0,0.0,0.0
FJUN613303401#@$,1.0,0.0,0.0
FJUN612303602,1.0,0.0,0.0
FJUN612121103,1.0,0.0,0.0
  FJUN612522501  ,1.0,0.0,0.0
FJUN611321602,0.0,0.0,0.0
FJUN613220602#@$,0.0,0.0,0.0
  FJUN613720202  ,0.0,0.0,0.0
FJUN613501401,0.0,0.0,-1.0 units
FJUN611503301,0.0,0.0,0.0
ID_FJUN611103103,0.0,0.0,0.0
ID_FJUN613103303#@$,0.0,0.0,0.0
FJUN613103403,,0.0,0.0
FJUN612103101,0.0,,0.0
FJUN613601302,0.0,0.0,
FJUN613601602,0.0,0.0,0.0
fjun613903201,0.0,0.0,0.0
Fjun612702301,0.0,0.0,0.0
FJUN612522401,0.0,0.0,0.0
FJUN613422601,0.0,0.0,0.0
FJUN612422502,0.0,0.0,0.0 units
FJUN613420302,0.0,0.0,0.0
FJUN611420202#@$,0.0,0.0,0.0
FJUN612520101,0.0,0.0,0.0
FJUN613421301,0.0,0.0,
FJUN611421402,0.0,0.0,0.0
  FJUN613421501  ,0.0,0.0,
FJUN611122601#@$,0.0,0.0,0.0
FJUN613122102,-1.0,0.0 units,0.0
FJUN611122303,,0.0,0.0
ID_FJUN611422302,-1.0,1.0,0.0
ID_FJUN612301601,0.0,1.0,0.0
FJUN611102603,0.0,1.0 units,-1.0
FJUN613102502,0.0,1.0,0.0
FJUN611102503,0.0,1.0,0.0
FJUN611303402,0.0,1.0,0.0 units
FJUN612320502,0.0 units,1.0,0.0
FJUN612603203,0.0,1.0,0.0 units
  FJUN613721102  #@$,0.0,1.0,0.0
  FJUN612321601  ,0.0,1.0,0.0
FJUN612221203,0.0,1.0,0.0
FJUN611520503,0.0,1.0,0.0
FJUN611520203#@$,0.0,1.0,0.0 units
FJUN612503302,0.0 units,1.0,0.0
FJUN613202203,0.0,,0.0
  FJUN613902102  ,0.0,1.0,0.0
FJUN612101303,0.0,1.0,0.0
N/A,-1.0,1.0 units,0.0 units
ID_FJUN611501203,0.0,1.0,0.0 units
N/A,0.0,1.0,0.0
ID_FJUN611220603,0.0,1.0 units,0.0
fjun612401501,0.0 UNITS,1.0,-1.0
FJUN613401403,0.0,1.0,0.0
FJUN612402102,-1.0 units,1.0,0.0 units
  FJUN613403601  #@$,0.0,1.0,0.0
fjun611601102,0.0,1.0,0.0 units
FJUN611702202,0.0,1.0,0.0
ID_FJUN613522102#@$,0.0,1.0,
FJUN613522203,0.0,1.0,0.0
FJUN612522502,0.0,1.0,0.0
fjun611522503,0.0,1.0,0.0
FJUN611521301,0.0,1.0,0.0
NULL,0.0 units,1.0,0.0
FJUN611521402,0.0,1.0,0.0
FJUN612521603,0.0,1.0,-1.0
FJUN611521403,0.0,1.0,
N/A,0.0,1.0,0.0 units
    ,0.0,1.0,0.0
FJUN613121103,0.0,1.0,0.0
FJUN613121201#@$,0.0,1.0,0.0
FJUN612420501,0.0,1.0,0.0
ID_  FJUN612420601  ,0.0,1.0,
FJUN612420202,-1.0 UNITS,1.0 units,0.0
FJUN613402103,1.0,1.0,1.0
FJUN611402602,1.0,1.0,1.0
NULL,1.0,1.0,1.0 units
Fjun613622502,1.0,,1.0
FJUN612622502,1.0,1.0,1.0
FJUN613622302,1.0,1.0,1.0
FJUN611622402,1.0,1.0,1.0
FJUN612221403,1.0,1.0,1.0
ID_FJUN611221202,1.0,1.0,
FJUN611721302#@$,1.0 units,1.0 UNITS,1.0
FJUN613320401,1.0,1.0,1.0
FJUN611320101,1.0,1.0,-1.0
FJUN611501601,1.0,1.0,1.0
FJUN612501202,-1.0,,1.0
ID_FJUN612401603,1.0,1.0,1.0 units
FJUN611401603,1.0,1.0,1.0
FJUN613401502,1.0,1.0,1.0 units
FJUN611720602,1.0,1.0,1.0
FJUN613902602,1.0,1.0,1.0
ID_FJUN613101403#@$,1.0,1.0,1.0
FJUN612203603,1.0,1.0,-1.0
FJUN613203101,1.0,1.0,1.0
FJUN611102302,1.0,1.0,1.0
FJUN612102303,1.0 units,1.0,1.0
FJUN612301502,1.0,1.0,-1.0
FJUN611201501#@$,1.0,1.0,1.0
FJUN613420102,1.0 units,1.0,1.0
Fjun611522303,nan units,1.0,1.0
fjun611522203,1.0 units,1.0,1.0
FJUN612422103,1.0,,1.0 units
FJUN611521501,1.0,1.0,1.0
NULL,1.0,1.0,1.0
FJUN612521601,1.0,1.0,1.0
FJUN613702602,1.0,1.0,1.0
NULL,1.0,1.0,1.0
FJUN613403403,1.0,1.0,1.0 units
  FJUN611403102  #@$,1.0,1.0,1.0
FJUN612202402,1.0,1.0,1.0
  FJUN613202401  ,1.0,1.0,1.0
ID_  FJUN612202503  ,1.0,1.0,1.0
FJUN613202403,1.0,1.0,1.0
  FJUN611303202  ,1.0,1.0,1.0
FJUN612703302,1.0,-1.0,1.0
FJUN612703403#@$,1.0,1.0,1.0
FJUN613703101#@$,1.0,-1.0,1.0
FJUN612603403,1.0,1.0,1.0
FJUN613603403,1.0,1.0,-1.0
Fjun612103302,1.0,0.0,0.0
fjun612103603#@$,1.0,0.0,0.0
ID_FJUN613903103,1.0,0.0,0.0
FJUN614903501,1.0,0.0,0.0
FJUN612702102,1.0,0.0,0.0 units
ID_FJUN614702503,-1.0,0.0,0.0
ID_FJUN612702101,,,0.0
FJUN612601603,1.0,0.0,
FJUN614601602,1.0,0.0,0.0
FJUN613601603,1.0,0.0,0.0
FJUN614301401,1.0 units,,0.0
FJUN612301602#@$,1.0,0.0,0.0
FJUN614203601,1.0,,0.0
FJUN612621603,1.0 units,-1.0,0.0
FJUN614101503,1.0,,0.0
FJUN613102203,1.0,0.0,0.0
FJUN614102601,1.0,0.0,0.0
FJUN612102202,1.0,0.0,0.0
FJUN612902601,1.0,0.0 units,0.0
  FJUN614201503  ,1.0,0.0,0.0
FJUN612201602,1.0,0.0,0.0 units
FJUN614202602,1.0,0.0,-1.0
FJUN614321602,1.0,0.0,0.0
FJUN612402501,,0.0,0.0
FJUN613720403,1.0,0.0,0.0 units
ID_FJUN614720503,1.0,0.0,0.0
FJUN612720603,1.0,0.0,0.0
FJUN613703503,1.0,0.0,0.0
FJUN612622603#@$,1.0,0.0,0.0
fjun613622603,1.0,0.0,0.0
fjun612320601#@$,1.0,0.0,0.0
FJUN612122502,1.0,0.0,0.0
ID_FJUN612220602,1.0,0.0 units,0.0
FJUN614220502,1.0,0.0,0.0
FJUN613520603,1.0,-1.0,0.0
ID_  FJUN613520101  #@$,1.0,0.0,0.0
FJUN613501503,1.0,0.0,0.0 units
FJUN612501401,1.0,0.0,0.0
FJUN614603401,1.0,0.0,0.0
FJUN612421403,1.0,0.0,0.0
FJUN612421201,1.0,0.0,-1.0
FJUN613421503,1.0,0.0,0.0
FJUN612303603,,0.0,0.0 Units
FJUN613303601,1.0,0.0,0.0
FJUN614303601,1.0,0.0,0.0
  FJUN614121103  ,1.0,0.0 units,0.0 units
FJUN614522302,,0.0,0.0
N/A,1.0 units,0.0,0.0
fjun614201301,,0.0,0.0
FJUN614621103#@$,0.0,0.0,0.0
,0.0 units,0.0,0.0
FJUN614301302,0.0 units,0.0,0.0 Units
FJUN612221601,0.0,0.0,0.0
FJUN614501303,0.0,0.0,0.0
FJUN612601403#@$,0.0,0.0,0.0
ID_,0.0,0.0,0.0
  FJUN613521103  ,0.0,0.0,0.0
FJUN612522201,0.0,0.0,0.0
NULL#@$,0.0,0.0 units,0.0
N/A,0.0 units,0.0,-1.0
FJUN614422303,0.0,0.0,0.0
N/A,-1.0,0.0 units,0.0
NULL,0.0,0.0,0.0
FJUN614121502,0.0,0.0 units,0.0
  FJUN612121403  ,0.0,0.0,0.0
ID_#@$,0.0,0.0,0.0
FJUN612420302,0.0,0.0,0.0
FJUN614520301,0.0,0.0,0.0
FJUN612520403,0.0 units,0.0,0.0
  FJUN614520403  ,0.0 units,0.0,0.0
FJUN612520602,-1.0,0.0,0.0
ID_NULL,0.0,0.0,0.0
FJUN612421602,0.0,0.0,0.0
FJUN612421401,0.0,0.0,0.0
FJUN614421202,0.0,0.0,0.0
FJUN614122401,0.0,0.0,0.0
FJUN614122502,,0.0,0.0
FJUN613122402,0.0,0.0,0.0 units
FJUN613122201,0.0 Units,0.0,0.0
FJUN612122203#@$,0.0,,0.0
ID_FJUN612122601,0.0,0.0,0.0
NULL,0.0,1.0,0.0
FJUN612422602,,1.0,0.0
id_fjun613421103,0.0,1.0,0.0
fjun613421303,0.0,1.0,0.0
FJUN613102103,0.0,1.0,0.0
  FJUN613102101  ,0.0 units,1.0,0.0
FJUN614122301#@$,0.0,1.0,0.0
,0.0,1.0,0.0
#@$,0.0,1.0,0.0
FJUN614221501,0.0 UNITS,1.0,0.0
FJUN612503603,0.0,1.0,-1.0
FJUN614622203,0.0,1.0,0.0
Fjun612622403,0.0 units,1.0,0.0
FJUN612202603,0.0,1.0,0.0
FJUN613902302,0.0,1.0,0.0 units
,0.0,1.0,0.0
FJUN612902202,0.0,1.0 units,0.0
FJUN612703501,,1.0,0.0
N/A,0.0 units,1.0,-1.0
FJUN613401101,0.0,1.0,0.0
ID_NULL#@$,0.0,1.0,0.0
FJUN613522402,0.0,1.0,0.0
FJUN614522103#@$,0.0,1.0,0.0
FJUN612522402,0.0,1.0,0.0
FJUN614522402,0.0 units,1.0,0.0
FJUN614521502,0.0,1.0 units,0.0
FJUN614521201,0.0 units,1.0,0.0
FJUN613521403,0.0,1.0 units,0.0
FJUN614121403,0.0,1.0 units,0.0
FJUN614121602,0.0,1.0,0.0
FJUN614420301,0.0,1.0 UNITS,0.0 units
FJUN613420103,0.0,1.0,0.0
FJUN614420203,0.0,1.0,0.0
FJUN612420603,-1.0,1.0,0.0
FJUN613420202#@$,0.0,1.0,0.0
FJUN613402601,1.0,1.0,1.0 units
FJUN614402503,1.0,1.0,1.0
FJUN614402403#@$,1.0,1.0,1.0
FJUN613221503,1.0,1.0,1.0
N/A,-1.0,1.0,1.0
FJUN613721503,1.0,1.0,1.0
FJUN614721501,1.0 units,1.0,1.0
FJUN612721101,1.0,1.0,-1.0
FJUN613721202,1.0,1.0,1.0
ID_  FJUN614320301  ,,1.0 units,1.0
FJUN613320503,1.0,1.0,1.0
Fjun613503502,1.0 units,1.0,1.0
FJUN612503102,1.0,1.0,1.0
  FJUN614503601  ,1.0,1.0,1.0
ID_  FJUN614501602  ,1.0,1.0,1.0
FJUN613401401,1.0,1.0,1.0
ID_FJUN612401302,1.0,1.0,1.0
FJUN614401502,1.0 units,1.0 units,1.0 units
FJUN613902201,1.0,1.0,1.0
ID_FJUN614902401,-1.0,1.0,1.0 units
FJUN613220303,1.0,1.0 units,
FJUN613621501,1.0,1.0,1.0
FJUN613101402,1.0,1.0,1.0
FJUN612101502,1.0,1.0,1.0
FJUN613321402,1.0 units,,1.0
FJUN612321502,1.0,1.0,1.0
ID_FJUN612321303,1.0,1.0,1.0
FJUN612203401,1.0,1.0,1.0
FJUN613203302,1.0,1.0,1.0
N/A#@$,1.0,1.0,1.0
FJUN613203603,1.0,,1.0 units
FJUN614102302,-1.0,1.0,1.0
FJUN613301301,1.0,1.0,1.0
fjun613301501,1.0,1.0,1.0
fjun613201602,1.0,1.0 units,1.0 units
null,-1.0,1.0,1.0
  fjun614420603  #@$,1.0,1.0,1.0
FJUN612121603,,1.0,1.0
FJUN613121403,1.0,1.0,1.0
NULL,1.0,1.0,1.0
FJUN614422602,1.0,1.0,1.0
FJUN614421303,1.0,1.0,1.0
FJUN613702101#@$,1.0,1.0,1.0
FJUN612122403#@$,1.0,1.0,1.0
FJUN614103302#@$,1.0,1.0 units,-1.0
ID_  FJUN614103403  ,,1.0,1.0
fjun613403602,1.0,1.0,1.0
  FJUN612403202  ,1.0,1.0,1.0
FJUN612403303,1.0,1.0,1.0 units
FJUN612202602,1.0,1.0,1.0
FJUN613303603,1.0,1.0,1.0
FJUN612303502,1.0,1.0,1.0
FJUN614703503,nan units,1.0,1.0
FJUN612703603,1.0 units,1.0,1.0
  FJUN612603301  ,1.0,1.0,1.0
ID_FJUN613603601,1.0,1.0,1.0
Fjun613603202#@$,-1.0,1.0,1.0
  FJUN613103603  #@$,1.0,0.0,0.0
FJUN615103601,1.0,0.0,0.0
FJUN613903502,1.0,0.0,0.0
FJUN614903603,1.0 units,0.0,0.0
ID_FJUN615903502#@$,1.0,0.0,0.0
FJUN613702601,1.0,0.0,0.0
ID_FJUN614702502,1.0,0.0,0.0
  FJUN615702403  ,-1.0,0.0,-1.0 units
FJUN614601503,1.0,0.0,0.0
FJUN613601203,1.0,0.0,0.0
FJUN613301601,1.0,0.0,0.0
NULL,1.0,0.0,0.0
fjun615621401,1.0,0.0,0.0
FJUN614621401,1.0,0.0,0.0
FJUN614102502,1.0,0.0,0.0
FJUN615902401,1.0,0.0 units,0.0
FJUN615201401,1.0,0.0,0.0
FJUN613202302,1.0,0.0,0.0
ID_FJUN613202603,1.0,0.0,0.0
FJUN614321303,1.0,0.0,0.0
FJUN614321203,1.0,0.0,0.0
ID_FJUN614402603,1.0,0.0,0.0
FJUN613402503,1.0,0.0,0.0
FJUN615221503,1.0 units,0.0,0.0
ID_FJUN615703603,1.0,0.0,0.0
  N/A  ,1.0,0.0,0.0
FJUN615622601,1.0,0.0 units,0.0
FJUN614622602,1.0,0.0,0.0
FJUN613622402,1.0,0.0,0.0
FJUN614320602,1.0 units,0.0,0.0
ID_FJUN615320403,1.0,0.0,0.0
FJUN613721302,1.0,0.0,0.0
fjun614721502,1.0 units,0.0,nan units
  FJUN613122601  ,1.0,0.0,0.0 units
FJUN614122501,1.0,0.0,0.0
  FJUN613220601  ,1.0,0.0,0.0
ID_FJUN614520303,1.0,,0.0
Fjun613501602#@$,1.0,0.0,0.0
FJUN615501301,1.0,0.0,0.0
FJUN614503501,1.0,0.0,0.0
FJUN615503202#@$,,nan units,0.0
  FJUN613603603  ,1.0,0.0,0.0
FJUN614403103,1.0,0.0,0.0
FJUN615421301,1.0,0.0 units,0.0
ID_FJUN613421302,1.0,0.0,0.0
ID_FJUN615421402,1.0,0.0,-1.0
FJUN613521202,1.0,0.0,-1.0
FJUN613522502,1.0,0.0,0.0
FJUN614422603#@$,1.0,0.0,0.0
,1.0 units,0.0,0.0
FJUN614420101,1.0,0.0,-1.0
Fjun615403303,0.0,-1.0,0.0
  FJUN614403203  ,0.0,0.0,0.0
FJUN614621502,0.0,0.0,0.0
ID_FJUN614603503,0.0,0.0,0.0
FJUN614103101,0.0,0.0,0.0
NULL,,0.0,0.0
ID_NULL,0.0,0.0,0.0
FJUN614702403,0.0,0.0,0.0
id_fjun613702503#@$,0.0,0.0,0.0
ID_FJUN615702503,0.0,0.0,0.0
FJUN614521503,0.0,-1.0,0.0
FJUN615522402#@$,0.0,0.0,0.0
FJUN613422501,0.0,0.0,0.0
NULL,0.0,0.0,0.0
FJUN613420602,0.0,0.0,0.0
FJUN615520601,0.0,-1.0,0.0
,0.0,0.0,0.0
  FJUN615520501  ,0.0,0.0,0.0
  FJUN613520501  ,0.0,0.0,0.0
FJUN614520602,0.0,0.0 units,0.0
FJUN614421403,0.0,0.0,0.0
FJUN615421202,0.0,0.0,0.0
  Fjun615122102  ,0.0,0.0,0.0
FJUN614122503,0.0,0.0,0.0
NULL,0.0,0.0,0.0
FJUN613122202,0.0,0.0,0.0 units
Fjun613422203,0.0,1.0,0.0
  FJUN615422603  ,0.0,1.0,0.0
FJUN615422502,0.0,1.0,0.0
FJUN614422503,0.0,1.0,0.0
fjun615301102,0.0,1.0,0.0
fjun613421401,0.0,1.0,0.0
FJUN615421602,0.0,1.0,-1.0
FJUN615102201,0.0,1.0,0.0
FJUN614122603,0.0,1.0,0.0 units
Fjun615720103,0.0,1.0,0.0
ID_FJUN613720302#@$,0.0,1.0,0.0
  FJUN615303202  ,0.0,1.0,0.0
#@$,0.0,1.0,0.0
FJUN613203202#@$,0.0,1.0,0.0
FJUN615721201,-1.0,1.0 units,0.0
FJUN614321401,0.0,1.0,0.0
FJUN613321502,0.0,1.0,0.0
fjun613520201,-1.0,1.0 units,-1.0
FJUN613622401,0.0,1.0,0.0 UNITS
NULL,0.0 units,1.0,0.0
FJUN613202301,0.0,1.0 units,0.0
FJUN615621301,0.0,,0.0
FJUN613703102,,1.0,0.0
FJUN614220503#@$,0.0 units,1.0,0.0
ID_FJUN614402602,0.0,1.0,0.0
  FJUN613903401  ,0.0,1.0,0.0
  fjun613702501  ,,1.0,0.0
FJUN613522303,0.0,,0.0
  FJUN615522401  ,0.0,-1.0,0.0
FJUN613522603,0.0,1.0,0.0
FJUN613522602,0.0,1.0,0.0
FJUN614522101,0.0,1.0,0.0
FJUN613521301,0.0,1.0,0.0
FJUN613521302,0.0,1.0,0.0
ID_FJUN615521302,0.0,1.0 Units,0.0
FJUN614521403,0.0,1.0,0.0
FJUN613121503,0.0,1.0,0.0
#@$,0.0,1.0,0.0 units
N/A,0.0 units,1.0,0.0
Fjun613420303,0.0 units,1.0,0.0
FJUN614420503#@$,0.0,1.0,0.0
Fjun615402401,1.0,1.0,1.0
Fjun615402202,1.0,1.0,1.0
FJUN615622302,1.0,1.0,1.0
FJUN613221103,1.0,1.0,1.0
FJUN614221502#@$,1.0 units,1.0,1.0
,1.0,1.0,1.0
Fjun615721102,1.0,1.0,1.0
Fjun615721502,1.0,1.0,1.0
FJUN613320101,1.0,1.0,1.0
N/A,1.0,1.0,1.0
FJUN614503603,1.0,1.0,1.0
FJUN613503602,1.0,,-1.0
FJUN614501202,1.0,1.0,-1.0
  FJUN614401301  ,1.0,1.0,1.0 units
NULL,1.0,1.0,1.0
FJUN613720501,1.0,1.0,1.0
FJUN615720502#@$,-1.0 units,1.0,1.0
ID_FJUN613902503#@$,1.0,1.0,nan units
FJUN614902202,1.0,1.0 units,1.0
NULL,1.0,1.0,1.0
FJUN614220401,1.0,1.0,1.0 units
FJUN615220401,-1.0,1.0,-1.0
ID_FJUN615621302#@$,1.0,1.0,1.0
NULL,1.0,1.0,1.0
  FJUN614101401  ,1.0 units,1.0,1.0
FJUN615101502,1.0,1.0,-1.0
ID_FJUN613321501,1.0,-1.0,1.0
FJUN615321403,1.0,1.0,1.0
FJUN613203403#@$,1.0,1.0 units,1.0 units
fjun613203602,1.0,1.0,1.0
Fjun615203202,1.0,1.0,1.0
FJUN613102603,1.0 units,1.0,1.0
ID_FJUN614301501,1.0 units,1.0,1.0
FJUN615301201,1.0,1.0,1.0
FJUN613201203,1.0,1.0,1.0
FJUN614201601#@$,1.0,1.0,1.0
ID_FJUN614420501,1.0,,
FJUN613420603,1.0,1.0,1.0
ID_FJUN613121603,1.0,1.0,1.0
FJUN615522301,1.0,1.0,1.0
id_fjun615422401,1.0,,1.0
FJUN614422501,1.0,1.0,1.0
FJUN613422503,1.0,1.0,1.0
FJUN615521101,1.0,1.0,1.0
FJUN615103401,1.0,1.0 units,1.0
FJUN614103503,1.0,1.0,1.0
FJUN615601401,1.0,1.0,1.0
ID_FJUN614403502,1.0,1.0,1.0
fjun613403102,1.0,1.0,1.0
FJUN615403602,1.0,1.0,1.0
FJUN614202501,1.0,1.0,1.0
FJUN615202201,1.0,1.0,
FJUN613303103,1.0,1.0,1.0
FJUN614303503,1.0,1.0,1.0
FJUN614703301,1.0,1.0,1.0
Fjun613703602,1.0,,-1.0
ID_FJUN615603501,1.0 Units,1.0,1.0 units
fjun614603602,1.0,-1.0,1.0
FJUN614103103,1.0,0.0,0.0
FJUN615103502,1.0,0.0,0.0
FJUN616103603#@$,1.0,0.0,0.0
FJUN614103601,,0.0,0.0
FJUN615903403,1.0,0.0 units,0.0
FJUN616903601,1.0,0.0,0.0
ID_  FJUN614903602  ,1.0,0.0,0.0
FJUN615702602,1.0,0.0,0.0
FJUN614702601,1.0,0.0,0.0
ID_FJUN614601603,1.0,0.0,0.0
FJUN616601303,1.0,0.0,0.0
ID_FJUN615601503,1.0 units,-1.0,0.0
FJUN614203302,,0.0,0.0
NULL,1.0,0.0,0.0
FJUN616203503,1.0,0.0,0.0
  FJUN616621603  ,1.0,-1.0,0.0
