ORDER_ID,customer.id,order_placement_date
FMY523422102,ID_789422.0 units,"Friday, May 20, 2022"
ID_FMY523503503,789503.0,"Friday, May 20, 2022"
fmy521720601,789720.0,05/20/2022
FMY523420102,789420.0,"Friday, May 20, 2022"
FMY523101102,789101.0,"  Friday, May 20, 2022  "
FMY521122102,789122.0,"Friday, May 20, 2022"
FMY522603102,ID_789603.0,"Friday, May 20, 2022"
FMY523201502,789201.0 Units,"Friday, May 20, 2022#@$"
FMY523220502,Id_789220.0,"friday, may 20, 2022"
FMY522703502,789703.0,05/20/2022
FMY523221502,789221.0,"Friday, May 20, 2022"
FMY521420403,789420.0,"Friday, May 20, 2022"
ID_FMY523303403,789303.0,05/20/2022
FMY521601403,789601.0,"Friday, May 20, 2022"
FMY523103403,789103.0,"Friday, May 20, 2022"
FMY522622503,-1.0,"Friday, May 20, 2022"
FMY523220503,789220.0,"friday, may 20, 2022"
N/A,789521.0,05/20/2022
FMY521903503,ID_789903.0,NULL
FMY523501503,789501.0,"Friday, May 20, 2022"
ID_FMY523320601,789320.0,05/20/2022
N/A,789520.0,"Friday, May 20, 2022"
FMY523301503,789301.0,"Friday, May 20, 2022"
FMY523621503,789621.0,"Friday, May 20, 2022"
FMY521422503,789422.0,"friday, may 20, 2022"
FMY522521103#@$,789521.0,"Friday, May 20, 2022"
Id_Fmy522501103,789501.0,
FMY521121103,789121.0 units,05/20/2022
FMY523902103#@$,789902.0,"Friday, May 20, 2022"
FMY522102103,789102.0,"Friday, May 20, 2022"
ID_FMY521321103,789321.0,"friday, may 20, 2022"
FMY523321103,789321.0,"  Friday, May 20, 2022  "
FMY521422601,789422.0,"Friday, May 20, 2022"
FMY522422601,-1.0,"Friday, May 20, 2022"
ID_FMY521321601,ID_789321.0,"Friday, May 20, 2022#@$"
FMY522903601#@$,ID_789903.0,"Friday, May 20, 2022"
FMY521420601,789420.0,"friday, may 20, 2022"
ID_FMY524503402,789503.0,"Saturday, May 21, 2022"
ID_FMY523401203,789401.0,"  Saturday, May 21, 2022  #@$"
FMY524401603#@$,789401.0,"Saturday, May 21, 2022"
FMY522521303,789521.0,"Saturday, May 21, 2022"
FMY523522303,789522.0,#@$
N/A,789403.0,"Saturday, May 21, 2022"
FMY522221301,789221.0,"  SATURDAY, MAY 21, 2022  "
  FMY523622303  ,789622.0,"  Saturday, May 21, 2022  "
FMY524122203,789122.0,"Saturday, May 21, 2022"
FMY523421401,789421.0,05/21/2022
  FMY524102302  #@$,789102.0,"Saturday, May 21, 2022"
FMY522721501,,05/21/2022
FMY523321302,789321.0,"Saturday, May 21, 2022"
ID_FMY522501601,789501.0,"Saturday, May 21, 2022"
ID_FMY523501302,789501.0,"Saturday, May 21, 2022"
FMY522221302,789221.0,"Saturday, May 21, 2022"
FMY524221603,789221.0,"Saturday, May 21, 2022"
FMY523421302,789421.0,"  Saturday, May 21, 2022  "
FMY524420603,789420.0,"  Saturday, May 21, 2022  "
,-1.0,"  Saturday, May 21, 2022  "
FMY522902302,789902.0,"Saturday, May 21, 2022"
  Fmy524303401  ,789303.0,"  saturday, may 21, 2022  "
FMY523202401,789202.0,"Saturday, May 21, 2022"
FMY523703503,789703.0,"Saturday, May 21, 2022"
FMY524203603#@$,789203.0,"Saturday, May 21, 2022"
FMY522503503,789503.0,"Saturday, May 21, 2022"
FMY522422303,789422.0,"Saturday, May 21, 2022"
FMY524721301,789721.0,"Saturday, May 21, 2022"
fmy524420301,789420.0,"Saturday, May 21, 2022"
FMY522421301,789421.0,"Saturday, May 21, 2022"
FMY524421301,789421.0,"Saturday, May 21, 2022"
FMY523720403,789720.0,"Saturday, May 21, 2022"
FMY523121301,789121.0,"Saturday, May 21, 2022"
ID_FMY523601502,789601.0,"Saturday, May 21, 2022"
FMY522402603,789402.0,"Saturday, May 21, 2022"
FMY522903402,-1.0,"Saturday, May 21, 2022"
FMY523520301,789520.0,"SATURDAY, MAY 21, 2022"
FMY524301502,789301.0,"Saturday, May 21, 2022"
    ,789902.0,N/A
Fmy524422301,789422.0 UNITS,"Saturday, May 21, 2022"
ID_,789303.0,05/21/2022
  FMY524303102  #@$,ID_789303.0,05/21/2022
ID_FMY522601601,789601.0,N/A
ID_FMY524521102,789521.0,05/21/2022
FMY523520102,ID_789520.0,N/A#@$
FMY522121102,789121.0,"Saturday, May 21, 2022"
FMY524422102,789422.0,"Saturday, May 21, 2022#@$"
FMY523902102,789902.0,"Saturday, May 21, 2022"
FMY524720102,789720.0,"Saturday, May 21, 2022"
FMY522321402,789321.0,"  Saturday, May 21, 2022  "
N/A,789301.0,"Saturday, May 21, 2022"
FMY522320503,789320.0,"  Saturday, May 21, 2022  "
  FMY522903102  ,-1.0,"Saturday, May 21, 2022#@$"
FMY524703102,789703.0,"Saturday, May 21, 2022"
FMY522220601,789220.0 units,"Saturday, May 21, 2022"
FMY524101102,789101.0,"Saturday, May 21, 2022"
,789122.0,"Saturday, May 21, 2022"
FMY524621102#@$,789621.0,"Saturday, May 21, 2022"
  FMY522122502  ,id_789122.0,"Saturday, May 21, 2022"
FMY522121502,789121.0,"  Saturday, May 21, 2022  "
FMY522720502,789720.0,05/21/2022
FMY524702502,789702.0,"Saturday, May 21, 2022"
ID_FMY523321502,789321.0 units,"Saturday, May 21, 2022"
FMY523402403,789402.0,"Saturday, May 21, 2022"
FMY522422403,789422.0,
FMY524422503#@$,,"Saturday, May 21, 2022"
ID_FMY522603403,789603.0,"Saturday, May 21, 2022"
FMY523221403,ID_789221.0,"Saturday, May 21, 2022"
FMY524721601,789721.0 units,"Saturday, May 21, 2022"
,-1.0,"Saturday, May 21, 2022"
FMY522303601#@$,789303.0,"Saturday, May 21, 2022"
FMY522121403,789121.0,05/21/2022
  Fmy523702601  ,789702.0,N/A
  FMY524601503  ,ID_789601.0,NULL
FMY523522503,789522.0,"Saturday, May 21, 2022"
FMY524622403,789622.0,"Saturday, May 21, 2022"
  NULL  #@$,789403.0,"Saturday, May 21, 2022"
FMY524503503,789503.0,"Saturday, May 21, 2022"
FMY524220603,789220.0,"Saturday, May 21, 2022"
FMY522703503,789703.0,"Saturday, May 21, 2022"
FMY522520503,789520.0 UNITS,05/21/2022
FMY522301503,789301.0,"Saturday, May 21, 2022"
id_fmy524402503,789402.0,"Saturday, May 21, 2022"
FMY522621503#@$,789621.0,05/21/2022
FMY523303602,789303.0,"Saturday, May 21, 2022"
fmy524122503,789122.0,"Saturday, May 21, 2022"
FMY524702503,789702.0,"Saturday, May 21, 2022#@$"
FMY523603103,789603.0,"Saturday, May 21, 2022"
FMY524603401,789603.0,"Saturday, May 21, 2022#@$"
,789903.0,"Saturday, May 21, 2022"
FMY524201603,789201.0,"Saturday, May 21, 2022"
FMY524320601,789320.0,"Saturday, May 21, 2022"
  fmy524621501  ,789621.0 UNITS,"Saturday, May 21, 2022"
FMY522720103,789720.0,"  Saturday, May 21, 2022  "
FMY523221402,789221.0,"Saturday, May 21, 2022"
FMY522202103,789202.0,"Saturday, May 21, 2022"
FMY522221601,789221.0 units,"Saturday, May 21, 2022"
FMY522522601,789522.0,"Saturday, May 21, 2022"
FMY522702601,789702.0,"Saturday, May 21, 2022"
FMY522520601,789520.0,05/21/2022
FMY524521601,ID_789521.0,"saturday, may 21, 2022"
FMY524103602,789103.0 units,"  Saturday, May 21, 2022  "
FMY523201601,-1.0,"Saturday, May 21, 2022"
FMY523121602,789121.0,"Saturday, May 21, 2022"
FMY523101601#@$,789101.0,"Saturday, May 21, 2022"
FMY524422602,789422.0,05/21/2022
FMY524903601,789903.0,"  saturday, may 21, 2022  "
  FMY522621601  ,789621.0,"Saturday, May 21, 2022"
N/A,789421.0,"Saturday, May 21, 2022"
FMY523203601#@$,789203.0,"Saturday, May 21, 2022"
FMY524501601#@$,789501.0,"Saturday, May 21, 2022#@$"
FMY524220402,789220.0,"  Saturday, May 21, 2022  "
FMY524420402,ID_789420.0,"  Saturday, May 21, 2022  "
FMY524203402,-1.0,"Saturday, May 21, 2022"
FMY522521402,789521.0,"Saturday, May 21, 2022"
FMY524903402,789903.0,"  Saturday, May 21, 2022  "
NULL#@$,789522.0,"Saturday, May 21, 2022"
id_fmy524121402,789121.0,"SATURDAY, MAY 21, 2022"
fmy523621402,789621.0,"Saturday, May 21, 2022"
FMY524202402,789202.0,"Saturday, May 21, 2022#@$"
FMY523303201,ID_789303.0,NULL
FMY522121201,789121.0,
  FMY522122201  ,789122.0,05/21/2022
FMY523122201,789122.0,"Saturday, May 21, 2022"
FMY522401201,789401.0,"Saturday, May 21, 2022"
FMY523320603,789320.0,05/21/2022
FMY522202603,789202.0,"Saturday, May 21, 2022"
FMY522421201,789421.0,"Saturday, May 21, 2022"
FMY524421201,789421.0,"Saturday, May 21, 2022"
FMY524902201,ID_789902.0,"Saturday, May 21, 2022"
  FMY522103202  ,789103.0,"Saturday, May 21, 2022"
FMY523103603,789103.0,"Saturday, May 21, 2022"
FMY524422201,789422.0,"Saturday, May 21, 2022"
FMY522522201,789522.0,"Saturday, May 21, 2022"
  FMY523703501  ,789703.0 units,
FMY523522501,789522.0,05/21/2022
FMY523420501,789420.0,NULL
fmy524121501,789121.0,"saturday, may 21, 2022"
FMY524320501,789320.0,"saturday, may 21, 2022"
ID_FMY522122501,789122.0,
Fmy522103501,-1.0,"  Saturday, May 21, 2022  "
ID_FMY524421501#@$,789421.0,05/21/2022
FMY523202501,-1.0,"Saturday, May 21, 2022"
FMY524301501,789301.0,"SATURDAY, MAY 21, 2022"
FMY522303602,,"Saturday, May 21, 2022"
FMY522720602,789720.0,"Saturday, May 21, 2022#@$"
ID_FMY522401602,789401.0,"Saturday, May 21, 2022"
FMY523703602,789703.0,05/21/2022
  FMY523420602  ,789420.0,N/A
  FMY524321602  ,789321.0,"Saturday, May 21, 2022"
ID_FMY522203602,789203.0,"Saturday, May 21, 2022"
fmy522403602#@$,789403.0,05/21/2022
FMY523422602,789422.0,"SATURDAY, MAY 21, 2022"
FMY522321101#@$,789321.0,"Saturday, May 21, 2022"
FMY523902101,789902.0,"Saturday, May 21, 2022"
ID_FMY524903101,ID_789903.0,05/21/2022
,789103.0 units,"saturday, may 21, 2022"
FMY524601101,789601.0,"Saturday, May 21, 2022"
ID_FMY522420101,789420.0,"Saturday, May 21, 2022"
FMY524902401,789902.0,N/A
FMY522402401,789402.0,05/21/2022
fmy524121401,789121.0,"SATURDAY, MAY 21, 2022"
  Fmy522501401  ,789501.0,N/A
Fmy523101203,,"  Saturday, May 21, 2022  "
ID_FMY524202401,789202.0,"Saturday, May 21, 2022#@$"
FMY522520401,789520.0,"Saturday, May 21, 2022"
N/A,789903.0,05/21/2022
FMY524201401,789201.0,"Saturday, May 21, 2022"
NULL,789420.0,"Saturday, May 21, 2022"
FMY524420401,ID_nan,"Saturday, May 21, 2022"
FMY524221401,789221.0,"Saturday, May 21, 2022"
FMY524520603,789520.0,N/A
FMY522101603,789101.0,05/21/2022
  Fmy523420603  ,789420.0,"Saturday, May 21, 2022"
FMY524522603,789522.0,"  Saturday, May 21, 2022  "
  FMY522303603  #@$,ID_789303.0,"Saturday, May 21, 2022"
FMY523621603#@$,789621.0 units,N/A
Fmy522622303,789622.0,"Saturday, May 21, 2022"
FMY523220202,789220.0,"Saturday, May 21, 2022"
Fmy524220202,789220.0,"Saturday, May 21, 2022#@$"
FMY524203303,789203.0,05/21/2022
FMY523703303,789703.0,"Saturday, May 21, 2022"
FMY524401303,789401.0,"Saturday, May 21, 2022"
FMY523122303#@$,789122.0,05/21/2022
,789520.0,"Saturday, May 21, 2022#@$"
FMY523403303,789403.0,"Saturday, May 21, 2022#@$"
FMY524521303,789521.0,"Saturday, May 21, 2022"
  FMY523902503  ,789902.0,"Sunday, May 22, 2022"
FMY525603403,789603.0,"Sunday, May 22, 2022"
FMY525422402,789422.0,"Sunday, May 22, 2022"
FMY523320402,789320.0,"sunday, may 22, 2022"
FMY525203203,ID_789203.0 units,"Sunday, May 22, 2022"
FMY523703502,789703.0,05/22/2022
FMY524703602,789703.0,"Sunday, May 22, 2022"
FMY523721601,ID_789721.0,05/22/2022
Null,789301.0,05/22/2022
FMY523503501,789503.0,"Sunday, May 22, 2022"
fmy525720203,789720.0,"Sunday, May 22, 2022"
  FMY524121203  ,789121.0,"Sunday, May 22, 2022"
FMY523221203,789221.0,"Sunday, May 22, 2022"
FMY524221503,789221.0,"Sunday, May 22, 2022"
Fmy523201203,789201.0 units,"Sunday, May 22, 2022"
FMY524201203,789201.0,"Sunday, May 22, 2022"
Fmy524601203,ID_789601.0,"Sunday, May 22, 2022#@$"
FMY523402203,ID_-1.0 units,"Sunday, May 22, 2022"
FMY525622503,789622.0,"  Sunday, May 22, 2022  "
FMY525320302,789320.0,"Sunday, May 22, 2022"
FMY523621502,789621.0,"Sunday, May 22, 2022"
FMY525621602,789621.0,"Sunday, May 22, 2022"
FMY525321302,789321.0,05/22/2022
FMY524520503,ID_789520.0,"Sunday, May 22, 2022"
  FMY523122601  ,789122.0,"Sunday, May 22, 2022"
FMY524521302,789521.0,"Sunday, May 22, 2022"
FMY523720401,789720.0,"Sunday, May 22, 2022"
fmy525101401,-1.0,"Sunday, May 22, 2022"
  FMY525601302  ,789601.0,"Sunday, May 22, 2022"
FMY523522302,789522.0,"Sunday, May 22, 2022"
  Fmy524903603  ,789903.0,"Sunday, May 22, 2022"
ID_FMY524402302,789402.0,"Sunday, May 22, 2022#@$"
FMY523422302,789422.0,"  Sunday, May 22, 2022  "
ID_FMY524301302,789301.0,
#@$,789102.0,"Sunday, May 22, 2022"
FMY523101603,789101.0,05/22/2022
Id_Fmy524720403,789720.0,"Sunday, May 22, 2022"
FMY525720501,-1.0,"Sunday, May 22, 2022"
FMY524121301,789121.0,05/22/2022
ID_FMY524501301,789501.0,05/22/2022
fmy524503603,789503.0,"Sunday, May 22, 2022"
fmy524721501,789721.0,"Sunday, May 22, 2022"
FMY525303201,789303.0,"Sunday, May 22, 2022"
ID_FMY524403502,789403.0,"Sunday, May 22, 2022"
n/a,789402.0,"Sunday, May 22, 2022"
ID_FMY525422102,789422.0,"Sunday, May 22, 2022"
ID_FMY523501401#@$,789501.0,"Sunday, May 22, 2022#@$"
  FMY524202603  #@$,789202.0,N/A
FMY525202402#@$,789202.0,"Sunday, May 22, 2022"
ID_  FMY525703102  ,789703.0,"  Sunday, May 22, 2022  "
FMY524220201,789220.0,"Sunday, May 22, 2022#@$"
FMY525220502,789220.0,"  SUNDAY, MAY 22, 2022  "
  FMY523122102  ,789122.0,"Sunday, May 22, 2022"
n/a,789203.0,"Sunday, May 22, 2022"
FMY523622502,789622.0,"Sunday, May 22, 2022"
FMY523420502,789420.0,"Sunday, May 22, 2022"
FMY523301502,789301.0,NULL
  fmy523203602  ,789203.0,"Sunday, May 22, 2022"
FMY525903602,789903.0,"Sunday, May 22, 2022"
FMY523202601,,"Sunday, May 22, 2022"
  FMY525103602  ,789103.0 units,"  Sunday, May 22, 2022  "
FMY524503502,789503.0,"  Sunday, May 22, 2022  #@$"
FMY525702602,789702.0,"SUNDAY, MAY 22, 2022"
ID_FMY523522502,-1.0,"  Sunday, May 22, 2022  "
FMY524421502,ID_789421.0,"Sunday, May 22, 2022"
FMY524402403,789402.0 units,"Sunday, May 22, 2022"
FMY525402403,ID_789402.0 units,"Sunday, May 22, 2022"
  NULL  ,789422.0 units,"  Sunday, May 22, 2022  "
FMY525420501,789420.0,"Sunday, May 22, 2022"
FMY524603203,ID_789603.0,"Sunday, May 22, 2022"
FMY525221403,789221.0,"Sunday, May 22, 2022"
FMY525503503,789503.0,"Sunday, May 22, 2022"
FMY525102403,789102.0 units,"Sunday, May 22, 2022"
FMY524202403,-1.0,NULL
FMY524702403,789702.0,"Sunday, May 22, 2022#@$"
  Fmy523601601  ,ID_789601.0,"Sunday, May 22, 2022"
FMY525601403,ID_789601.0,"Sunday, May 22, 2022"
ID_FMY524401403,789401.0,"SUNDAY, MAY 22, 2022"
FMY525121601,Id_789121.0,N/A#@$
FMY525221601,ID_789221.0,"Sunday, May 22, 2022"
FMY524202503,789202.0,"sunday, may 22, 2022"
FMY524101503,ID_789101.0 units,"  Sunday, May 22, 2022  "
FMY525122503,789122.0,"Sunday, May 22, 2022"
FMY525601503,789601.0,"  Sunday, May 22, 2022  "
FMY523421103,ID_-1.0,"Sunday, May 22, 2022"
fmy523702603,789702.0,N/A
FMY525201601,789201.0,05/22/2022
FMY523520401,ID_789520.0,05/22/2022
FMY525521103,789521.0,05/22/2022
FMY524121103,789121.0,"Sunday, May 22, 2022"
FMY525121103,789121.0,"Sunday, May 22, 2022"
FMY524522103,789522.0,"Sunday, May 22, 2022#@$"
FMY523220103,789220.0 units,"Sunday, May 22, 2022"
FMY525122103,789122.0,"  sunday, may 22, 2022  "
  NULL  ,789902.0,"Sunday, May 22, 2022#@$"
FMY524103501#@$,789103.0,N/A
FMY524420103,789420.0,"Sunday, May 22, 2022"
FMY524422103,789422.0,"Sunday, May 22, 2022"
FMY523703601,ID_789703.0,NULL
FMY523522601,789522.0,N/A
NULL,id_789403.0,"  Sunday, May 22, 2022  "
ID_FMY525402601,789402.0,"Sunday, May 22, 2022"
N/A,789622.0,"Sunday, May 22, 2022"
FMY523303601,789303.0,"Sunday, May 22, 2022"
  FMY525421601  ,ID_789421.0,"Sunday, May 22, 2022#@$"
ID_FMY523603402,789603.0,
FMY524603603,ID_789603.0 units,"Sunday, May 22, 2022"
FMY525301402#@$,789301.0,"Sunday, May 22, 2022"
FMY524520402,ID_789520.0,"Sunday, May 22, 2022"
FMY524321402#@$,789321.0,"Sunday, May 22, 2022"
FMY525522603,789522.0,"Sunday, May 22, 2022"
FMY523122402,789122.0,NULL
FMY523121402,789121.0,"Sunday, May 22, 2022"
Fmy524621603,789621.0,"SUNDAY, MAY 22, 2022"
FMY525421402,ID_789421.0 units,"Sunday, May 22, 2022"
FMY524320603#@$,789320.0,05/22/2022
Fmy523421202,789421.0,"Sunday, May 22, 2022"
FMY524102603,789102.0,05/22/2022
    ,789521.0,"Sunday, May 22, 2022#@$"
ID_,789501.0 units,"Sunday, May 22, 2022"
    ,789521.0 units,"Sunday, May 22, 2022"
FMY523101101,789101.0,"sunday, may 22, 2022"
FMY524303101,ID_789303.0,"SUNDAY, MAY 22, 2022"
FMY525603101,789603.0,"Sunday, May 22, 2022"
FMY523221202,789221.0,"Sunday, May 22, 2022"
FMY525421101,789421.0,"Sunday, May 22, 2022"
fmy525401602,ID_789401.0,"Sunday, May 22, 2022"
fmy524420101,789420.0,"Sunday, May 22, 2022"
FMY524422101#@$,789422.0,05/22/2022
FMY524402101,789402.0,"sunday, may 22, 2022"
FMY525402602,789402.0 units,"Sunday, May 22, 2022"
FMY525501501,789501.0,"Sunday, May 22, 2022"
FMY525520401,789520.0,"Sunday, May 22, 2022"
FMY524203401,789203.0,"Sunday, May 22, 2022"
fmy524421401,789421.0,"sunday, may 22, 2022"
FMY525421401,ID_789421.0,"Sunday, May 22, 2022#@$"
FMY523521401#@$,789521.0,"SUNDAY, MAY 22, 2022"
FMY523221401,-1.0,"Sunday, May 22, 2022"
FMY523403401,789403.0,"Sunday, May 22, 2022"
FMY525403603,789403.0,"sunday, may 22, 2022"
FMY523501603,789501.0,"Sunday, May 22, 2022"
FMY523720603,789720.0 units,"Sunday, May 22, 2022"
FMY523401603,789401.0,"Sunday, May 22, 2022"
FMY525401603,ID_789401.0,05/22/2022
  FMY523403603  ,789403.0,
FMY525521603,ID_789521.0,"Sunday, May 22, 2022"
,-1.0,05/22/2022
FMY525621603,789621.0,"Sunday, May 22, 2022"
Fmy523102202,789102.0 units,"Sunday, May 22, 2022"
ID_FMY523902202,789902.0,"Sunday, May 22, 2022"
FMY524221202,789221.0,"Sunday, May 22, 2022"
FMY523301602,-1.0,"Sunday, May 22, 2022"
FMY525721202,789721.0,"Sunday, May 22, 2022"
FMY524421303,ID_-1.0,"Sunday, May 22, 2022"
FMY525520602,789520.0,05/22/2022
FMY523320303,789320.0,"Sunday, May 22, 2022#@$"
FMY525203501,789203.0 units,"sunday, may 22, 2022"
FMY524201501,789201.0,05/22/2022
FMY523621501,789621.0,"Sunday, May 22, 2022#@$"
FMY523102501,789102.0,"Sunday, May 22, 2022"
FMY525303602,789303.0,05/22/2022
Id_Fmy523702602,789702.0 units,"Sunday, May 22, 2022"
FMY524702602,789702.0,N/A#@$
FMY525321602,789321.0,"  sunday, may 22, 2022  "
FMY523201602,789201.0,"Sunday, May 22, 2022#@$"
FMY524320602,789320.0,"Sunday, May 22, 2022"
FMY523220602,789220.0,"Sunday, May 22, 2022"
N/A,789220.0,
FMY525721602,789721.0,"Sunday, May 22, 2022#@$"
FMY523421602,789421.0,"Sunday, May 22, 2022"
  FMY526520103  ,789520.0,"Monday, May 23, 2022"
fmy526320301,789320.0,"Monday, May 23, 2022#@$"
id_fmy524303602,789303.0,"Monday, May 23, 2022"
  fmy526621103  ,789621.0,"  MONDAY, MAY 23, 2022  "
FMY524221602,789221.0,05/23/2022
FMY525522602,789522.0,"Monday, May 23, 2022"
ID_  FMY525101602  ,789101.0,"Monday, May 23, 2022"
FMY525420103,789420.0,"Monday, May 23, 2022"
FMY524321503,789321.0,"monday, may 23, 2022#@$"
fmy525321603,789321.0,"Monday, May 23, 2022"
ID_FMY524703601,789703.0 UNITS,05/23/2022
  FMY524601601  ,789601.0,"Monday, May 23, 2022"
FMY526202601,789202.0,"Monday, May 23, 2022"
fmy524520601,,"monday, may 23, 2022"
FMY525403601,789403.0,"Monday, May 23, 2022"
FMY526403601,789403.0,"Monday, May 23, 2022"
FMY526521601,789521.0,"Monday, May 23, 2022"
FMY525721601,789721.0,"Monday, May 23, 2022"
FMY525320601,789320.0,"Monday, May 23, 2022"
FMY525422601,789422.0,"Monday, May 23, 2022#@$"
FMY524220601,ID_789220.0,"Monday, May 23, 2022"
NULL,789720.0,"Monday, May 23, 2022"
FMY526720602#@$,789720.0,"Monday, May 23, 2022"
FMY524122601,789122.0,"Monday, May 23, 2022"
FMY526122601,789122.0,"Monday, May 23, 2022"
FMY525903603,,"Monday, May 23, 2022"
FMY524401601,789401.0,"monday, may 23, 2022"
FMY525501601,ID_-1.0,05/23/2022
FMY524103402,789103.0,"Monday, May 23, 2022"
FMY526420501,789420.0,"Monday, May 23, 2022"
FMY526401402,789401.0,"MONDAY, MAY 23, 2022"
FMY524320402,789320.0,05/23/2022
  FMY524720502  ,789720.0,"Monday, May 23, 2022"
FMY525601501,789601.0,"Monday, May 23, 2022#@$"
FMY526520402,789520.0,"Monday, May 23, 2022"
ID_FMY525503402,789503.0,"Monday, May 23, 2022#@$"
FMY525902603,ID_789902.0,"monday, may 23, 2022"
FMY526902402,,#@$
NULL#@$,789321.0,"Monday, May 23, 2022"
  N/A  ,789903.0,"Monday, May 23, 2022"
FMY524201602,789201.0,"MONDAY, MAY 23, 2022"
FMY524101402,789101.0,05/23/2022
,789122.0,"  Monday, May 23, 2022  "
ID_FMY526622402,789622.0,05/23/2022
FMY526202402,789202.0,"  Monday, May 23, 2022  "
FMY524603201,789603.0,05/23/2022
FMY525603201,ID_789603.0 units,05/23/2022
FMY524621602,789621.0,05/23/2022
FMY526402201,789402.0,"  Monday, May 23, 2022  #@$"
fmy524202202,789202.0,"Monday, May 23, 2022#@$"
FMY526902502,789902.0,"Monday, May 23, 2022"
FMY526721401,789721.0,"Monday, May 23, 2022"
FMY524503302#@$,789503.0,"Monday, May 23, 2022"
FMY526703603,789703.0 units,"Monday, May 23, 2022"
Fmy526903201,789903.0,"Monday, May 23, 2022"
FMY526702502,789702.0,05/23/2022
FMY525201603,789201.0,"Monday, May 23, 2022#@$"
NULL,789203.0,"Monday, May 23, 2022"
  FMY526203201  ,789203.0,"Monday, May 23, 2022"
FMY524522201,789522.0,"Monday, May 23, 2022"
FMY524101201,789101.0,"Monday, May 23, 2022"
FMY525422502,789422.0,"Monday, May 23, 2022"
FMY526501603,789501.0 units,"  Monday, May 23, 2022  "
FMY525702501,789702.0,"Monday, May 23, 2022"
FMY526203501#@$,789203.0,05/23/2022
FMY524603501,789603.0,"Monday, May 23, 2022"
id_  fmy525122603  ,789122.0,05/23/2022
FMY526101502,789101.0,Null
FMY525103501,789103.0 units,"Monday, May 23, 2022"
FMY526303501,789303.0,"monday, may 23, 2022"
FMY525421501,789421.0 units,"Monday, May 23, 2022"
FMY525220501,ID_789220.0,"Monday, May 23, 2022"
NULL,789301.0,"Monday, May 23, 2022"
ID_FMY526202602,789202.0,"Monday, May 23, 2022"
FMY524102602,789102.0,05/23/2022
ID_  FMY526101602  ,789101.0,"  Monday, May 23, 2022  "
FMY526721602,789721.0,"Monday, May 23, 2022"
ID_FMY525303502,789303.0,"Monday, May 23, 2022"
ID_FMY526603403,-1.0,n/a#@$
ID_FMY524121101,789121.0,"Monday, May 23, 2022"
FMY524721502#@$,789721.0,"Monday, May 23, 2022"
FMY524320502,789320.0,NULL
FMY525103503,789103.0 UNITS,"Monday, May 23, 2022#@$"
FMY526103603,,"Monday, May 23, 2022"
FMY525621303,789621.0,"MONDAY, MAY 23, 2022"
FMY524403103,789403.0,"Monday, May 23, 2022"
FMY526622203,789622.0 units,"Monday, May 23, 2022"
  FMY524501401  ,789501.0,    
fmy526102503#@$,789102.0,05/23/2022
  N/A  ,789520.0,"Monday, May 23, 2022"
Fmy524703401,789703.0,"Monday, May 23, 2022"
FMY525703503,789703.0,"  Monday, May 23, 2022  "
FMY524521401,789521.0,"Monday, May 23, 2022"
Fmy526521401,789521.0,"Monday, May 23, 2022"
FMY525221401,789221.0,"Monday, May 23, 2022"
FMY525720603,789720.0,"Monday, May 23, 2022"
FMY524121603,ID_789121.0,"Monday, May 23, 2022"
FMY526522603,789522.0,"Monday, May 23, 2022"
NULL,789521.0,N/A#@$
fmy525422603,789422.0,"Monday, May 23, 2022"
FMY526422603#@$,ID_789422.0,05/23/2022
FMY524301603,789301.0,"Monday, May 23, 2022"
  FMY525203603  ,789203.0,"Monday, May 23, 2022"
ID_N/A,789601.0,"Monday, May 23, 2022"
FMY524903202,789903.0,"Monday, May 23, 2022"
FMY526301502,789301.0,05/23/2022
  FMY526303202  ,789303.0,05/23/2022
Id_Fmy525401502,789401.0,"Monday, May 23, 2022"
fmy526220502,789220.0,"Monday, May 23, 2022"
FMY526422303,789422.0,05/23/2022
FMY526301303,ID_nan,"Monday, May 23, 2022#@$"
FMY524522303,,"  Monday, May 23, 2022  "
FMY524122303,789122.0,
null,789503.0,"Monday, May 23, 2022"
FMY526121303#@$,789121.0,"Monday, May 23, 2022"
FMY526422203,789422.0,"Monday, May 23, 2022"
FMY524521502,789521.0,"Monday, May 23, 2022#@$"
Fmy526303203,789303.0,05/23/2022
FMY524622502,789622.0,"Monday, May 23, 2022"
FMY524902503#@$,-1.0,
FMY526903203,789903.0,"Monday, May 23, 2022"
FMY524402203,789402.0,"Monday, May 23, 2022"
FMY525402203,789402.0 units,"Monday, May 23, 2022"
  FMY524520203  ,789520.0,"Monday, May 23, 2022"
  FMY525702302  ,ID_nan,"Monday, May 23, 2022"
FMY524601302,789601.0,"Monday, May 23, 2022"
FMY525121302,789121.0,"Monday, May 23, 2022"
ID_,789102.0,05/23/2022
ID_  FMY524122301  ,ID_789122.0 units,"Monday, May 23, 2022"
Fmy526421301,789421.0 units,"Monday, May 23, 2022"
FMY526601301,789601.0,"Monday, May 23, 2022"
FMY526221503,789221.0,"Monday, May 23, 2022"
FMY526621301#@$,789621.0,"Monday, May 23, 2022"
FMY525903301,ID_nan,"Monday, May 23, 2022#@$"
ID_FMY525520301#@$,789520.0,"Monday, May 23, 2022"
FMY525520102,789520.0,"Monday, May 23, 2022"
FMY524421102,789421.0,"  Monday, May 23, 2022  "
